place_id,name,status,address,street_number,street_name,neighborhood,city,state,postal_code,country,lat,lng,phone,international_phone,website,google_maps_url,google_maps_direction_url,types,primary_type,vertical,rating,total_reviews,price_level,is_open_now,saturday_hours,sunday_hours,photo_count,editorial_summary,wheelchair_accessible,takeout,delivery,dine_in,curbside_pickup,reservable,good_for_children,good_for_groups,outdoor_seating,live_music,serves_beer,serves_wine,serves_vegan,serves_vegetarian,serves_breakfast,serves_lunch,serves_dinner,serves_brunch,parking_options,payment_options,has_website,website_status,website_is_social_only,website_is_free_builder,website_uses_https,website_redirects_to_social,lead_score,lead_priority,scraped_at
,Jason tattoo,OPERATIONAL,"República de Colombia c/México, Mariano Roque Alonso 111003, Paraguay",,,,Mariano Roque Alonso,,,,-25.1881142,-57.5272837,0971 935963,,,,,establishment|point_of_interest|store,establishment,,5.0,6,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:11:46.954970
,CezTattoo,OPERATIONAL,"3310, Mariano Roque Alonso 3310, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2248349,-57.55913029999999,0991 802801,,,,,establishment|point_of_interest|store,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:11:47.325663
,Kine Vital Centro de rehabilitación y relajación,OPERATIONAL,"QFW9+CP, Mariano Roque Alonso 111012, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2025468,-57.5313401,,,,,,establishment|point_of_interest,establishment,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:11:50.246811
,El aguantadero de las SIDAS,OPERATIONAL,"QFQF+7QQ, Capitán Aveiro, Mariano Roque Alonso 2040, Paraguay",,,,Mariano Roque Alonso,,,,-25.2113171,-57.52653339999999,,,,,,establishment|point_of_interest,establishment,,2.3,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:11:50.654680
,Chicas,OPERATIONAL,"QFRG+7V8, Gral. Patricio Escobar, Mariano Roque Alonso 111008, Paraguay",,,,Mariano Roque Alonso,,,,-25.2092629,-57.5228485,,,,,,establishment|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:11:51.010441
,Depila-t,OPERATIONAL,"QFW8+GPM, Felix González, Mariano Roque Alonso 111013, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2036575,-57.53319169999999,0981 367669,,,,,establishment|point_of_interest|spa,establishment,,4.4,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:11:51.386176
,Zona Fitness Gym,OPERATIONAL,"QFQ6+PX2, Mariano Roque Alonso 111010, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2107367,-57.5376111,0972 151365,,,,,establishment|gym|health|point_of_interest,establishment,,4.8,98,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T01:11:56.858903
,R&O Fitness,OPERATIONAL,"Calle Toledo, Mariano Roque Alonso Mariano Roque Alonso, Mariano Roque Alonso 2040, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2121383,-57.5298982,0984 707786,,,,,establishment|gym|health|point_of_interest,establishment,,4.6,51,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T01:11:57.666267
,Premier Fitness Club - Mariano Roque Alonso,OPERATIONAL,"1er. Piso, Paseo Alameda, Ruta Internacional Transchaco y, Mariano Roque Alonso 2040, Paraguay",,,,Mariano Roque Alonso,,,,-25.2340505,-57.538173,0982 527870,,,,,establishment|gym|health|point_of_interest,establishment,,4.3,52,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T01:11:58.476761
,319 GYM,OPERATIONAL,"Saturio Rios 319 casi, Av. Mariscal López, Mariano Roque Alonso 111009, Paraguay",,,,Mariano Roque Alonso,,,,-25.2136764,-57.52711480000001,0971 313940,,,,,establishment|gym|health|point_of_interest,establishment,,4.7,70,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T01:11:58.865567
,J&G Gym,OPERATIONAL,"Av Paseo de Fatima, Mariano Roque Alonso 111014, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2132052,-57.55631899999999,0982 789411,,,,,establishment|gym|health|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:11:59.231964
,ACADEMIA MMA WK TEAM PY & BR,OPERATIONAL,"QF78+9G6, Elvio Romero, Mariano Roque Alonso 111020, Paraguay",,,,Mariano Roque Alonso,,,,-25.236593,-57.53373140000001,0992 285781,,,,,establishment|gym|health|point_of_interest,establishment,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:00.009377
,Gimnasio Machamp,OPERATIONAL,"QCJV+266, Av. Gral. Eugenio Alejandrino Garay, Mariano Roque Alonso 111016, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2198756,-57.5570683,,,,,,establishment|gym|health|point_of_interest,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:00.411204
,Sigma Prime Gym,OPERATIONAL,"Maria Auxiliadora, Mariano Roque Alonso 2040, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.1919788,-57.5378991,0983 244584,,,,,establishment|gym|health|point_of_interest,establishment,,5.0,31,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T01:12:00.807022
,Gym New One Life,OPERATIONAL,"Km 14, RutaTranschaco esq, Hernandarias 111018, Paraguay",,,Caacupe Mi,Hernandarias,,,,-25.2278586,-57.53545399999999,0981 775282,,,,,establishment|gym|health|point_of_interest,establishment,,4.7,118,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T01:12:01.195127
,Soul Gym & Nutrición,OPERATIONAL,"Coronel Martínez casi Gervasio León, Mariano Roque Alonso Mariano Roque Alonso, Mariano Roque Alonso 2040, Paraguay",,,,Mariano Roque Alonso,,,,-25.2064171,-57.5167481,0971 958076,,,,,establishment|gym|health|point_of_interest,establishment,,4.8,62,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T01:12:01.989039
,Sol Gym,OPERATIONAL,"Cleto Romero 616 esquina, Mariano Roque Alonso 111022, Paraguay",,,,Mariano Roque Alonso,,,,-25.2278814,-57.5550308,0994 977178,,,,,establishment|gym|health|point_of_interest,establishment,,4.7,18,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:02.406479
,Gimnasio Oxigeno,OPERATIONAL,"Mariano Roque Alonso 111010, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2146224,-57.5332896,0971 871038,,,,,establishment|gym|health|point_of_interest,establishment,,4.7,70,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T01:12:02.791598
,Profe Lore FIT,OPERATIONAL,"Capitán Aveiro 192, Mariano Roque Alonso 111009, Paraguay",,,,Mariano Roque Alonso,,,,-25.2125972,-57.52398019999999,0993 300546,,,,,establishment|gym|health|point_of_interest,establishment,,5.0,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:03.592043
,Gimnasio Beast Mode,OPERATIONAL,"QFQ9+37J, Mariano Roque Alonso 111010, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2123494,-57.5318299,0982 310117,,,,,establishment|gym|health|point_of_interest,establishment,,5.0,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:03.968737
,Monkey's GYM,OPERATIONAL,"Mariano Roque Alonso 111004, Paraguay",,,,Mariano Roque Alonso,,,,-25.1903878,-57.52556200000001,0961 838284,,,,,establishment|gym|health|point_of_interest,establishment,,4.3,19,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:04.354934
,SG BARBERIA,OPERATIONAL,"Saavedra y, Mariano Roque Alonso 111015, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2056861,-57.5499779,0991 997038,,,,,establishment|hair_care|health|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:07.289013
,Juancho barbershop 💎,OPERATIONAL,"RF59+J9F, Mariano Roque Alonso 111003, Paraguay",,,,Mariano Roque Alonso,,,,-25.1909268,-57.5315799,0991 507494,,,,,establishment|hair_care|health|point_of_interest,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:07.687227
,Charles Barber Shop,OPERATIONAL,"QCJW+HGF, Anastacio Quintana, Mariano Roque Alonso 111016, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2185529,-57.55371479999999,,,,,,establishment|point_of_interest,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:08.062131
,FLEVEL BARBERSHOP,OPERATIONAL,"Ruta 3, Mariano Roque Alonso 111005, Paraguay",,,,Mariano Roque Alonso,,,,-25.200155,-57.5192515,0986 664076,,,,,establishment|hair_care|health|point_of_interest,establishment,,4.9,27,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T01:12:08.458179
,Alexbarbershop,OPERATIONAL,"Mariano Roque Alonso 111006, Paraguay",,,,Mariano Roque Alonso,,,,-25.208448,-57.5041283,0986 304720,,,,,establishment|hair_care|health|point_of_interest,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:08.843223
,Ferse Barbershop,OPERATIONAL,"Tuyutí &, QFW5+H7H, Fortín Vanguardia, Mariano Roque Alonso 111015, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2035626,-57.5417729,0982 318820,,,,,establishment|hair_care|health|point_of_interest,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:09.215913
,DariellBarberShop,OPERATIONAL,"Av. Gral. Eugenio Alejandrino Garay, Mariano Roque Alonso 111018, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2232509,-57.54082819999999,,,,,,establishment|hair_care|health|point_of_interest,establishment,,4.9,17,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:09.606211
,Alegre’s Barbershop,OPERATIONAL,"QFVH+J7J, Gral. Jose María Bruguez, Mariano Roque Alonso 111008, Paraguay",,,,Mariano Roque Alonso,,,,-25.2059118,-57.5218907,,,,,,establishment|hair_care|health|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:09.974849
,Negro barber NGR,OPERATIONAL,"021752592, Mariano Roque Alonso 111011, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2086264,-57.5334999,0981 231349,,,,,establishment|hair_care|health|point_of_interest,establishment,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:10.371710
,Alegre’s Barbershop,OPERATIONAL,"QFVH+J7J, Gral. Jose María Bruguez, Mariano Roque Alonso 111008, Paraguay",,,,Mariano Roque Alonso,,,,-25.2059113,-57.5218892,,,,,,establishment|hair_care|health|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:10.752444
,Henrry Hair & Makeup,OPERATIONAL,"Mariano Roque Alonso 111018, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2239796,-57.5391012,0984 883470,,,,,establishment|point_of_interest,establishment,,5.0,20,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T01:12:16.275472
,Divina duo,OPERATIONAL,"QFV8+4PW, Nanawa, Roque Alonso 111011, Paraguay",,,Caacupe Mi,Roque Alonso,,,,-25.2071288,-57.5331765,0991 665462,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:17.055677
,Algo Diferente unisex,OPERATIONAL,"Mariano Roque Alonso 111010, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2114003,-57.5353765,0991 920934,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:17.845787
,Salón de belleza Norma,OPERATIONAL,"QFG2+5C5, Mariano Roque Alonso 111017, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2246021,-57.5488999,0984 173726,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,5.0,8,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:20.779181
,Sandra Alfaro MakeUp y Micro pigmentación,OPERATIONAL,"+595985131604, 12 de junio, Mariano Roque Alonso 111017, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2201706,-57.55053519999999,0985 131604,,,,,establishment|point_of_interest,establishment,,4.9,37,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T01:12:23.697087
,Noemi Makeup Studio,OPERATIONAL,"RF36+QX5, R. Amarilla, Mariano Roque Alonso 111013, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.195616,-57.53752069999999,0983 319062,,,,,establishment|point_of_interest,establishment,,5.0,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:24.084094
,Menchi Studio Makeup,OPERATIONAL,"Calle 1 Nro. 722 casi, Campo Grande, Mariano Roque Alonso 111010, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2118927,-57.5383982,0992 460443,,,,,establishment|point_of_interest,establishment,,5.0,6,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:24.461700
,Rebecca Blaires Make Up Pro,OPERATIONAL,"Mariano Roque Alonso 111022, Paraguay",,,,Mariano Roque Alonso,,,,-25.2274644,-57.5634975,0972 210653,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,8,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:25.266280
,MegaCosméticos Mariano Roque Alonso,OPERATIONAL,"Ruta Transchaco esquina, Mariano Roque Alonso 111010, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2137604,-57.529754,0984 994979,,,,,establishment|point_of_interest|store,establishment,,4.6,69,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T01:12:25.671719
,Scarlet Store - Mariano,OPERATIONAL,"Ruta Transchaco, Mariano Roque Alonso 111010, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2183648,-57.5313816,0982 524075,,,,,establishment|point_of_interest|store,establishment,,4.5,132,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T01:12:26.068017
,Katherine MakeUp & Nails,OPERATIONAL,"Gondra 338 e, Nanawa y, Mariano Roque Alonso 2040, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2095644,-57.53248840000001,0991 221226,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:26.460805
,Ana León Makeup Studio,OPERATIONAL,"Del Carmen 2040, Mariano Roque Alonso 111010, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2167459,-57.5314007,,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,4.6,9,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:26.828602
,CS Makeup Studio,OPERATIONAL,"Coronel Núñez N° 24 casi, Mariano Roque Alonso 111018, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2258419,-57.538781,0985 765607,,,,,establishment|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:27.195586
,Mariano Roque Alonso,OPERATIONAL,"QFWR+7CJ, Mariano Roque Alonso 111005, Paraguay",,,,Mariano Roque Alonso,,,,-25.2041982,-57.50894539999999,,,,,,establishment|point_of_interest|store,establishment,,4.5,23,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T01:12:27.582603
,Leticia Amarilla Makeup,OPERATIONAL,"RF26+PV6 111013, Mariano Roque Alonso 111013, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.1982938,-57.53793409999999,0983 006755,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:27.942354
,VELURE Cosmetología Estética,OPERATIONAL,"Mcal López, &, Mariano Roque Alonso 111009, Paraguay",,,,Mariano Roque Alonso,,,,-25.2167909,-57.5233307,0983 589398,,,,,beauty_salon|establishment|point_of_interest|spa,beauty_salon,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:30.847635
,Ruth Jara Makeup,OPERATIONAL,"Paseo de Fátima casi, Mariano Roque Alonso 111014, Paraguay",,,,Mariano Roque Alonso,,,,-25.1898963,-57.5461987,0995 687588,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:31.248012
,Karen Mussi - Estudio de micropigmentacion - Spa de manos y pies - Extensiones de pestañas,OPERATIONAL,"Jazmin 4489 casi, Mariano Roque Alonso 2040, Paraguay",,,,Mariano Roque Alonso,,,,-25.2061375,-57.50748960000001,0974 896581,,,,,establishment|point_of_interest|store,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:31.616474
,Estelita Peluquería unisex,OPERATIONAL,"25.2098442 57, Mariano Roque Alonso 1110, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2099081,-57.5310601,0985 128574,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,6,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:34.979680
,Yanni Britez Coiffure,OPERATIONAL,"El Redentor esq, Mariano Roque Alonso 111013, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.1999682,-57.5430231,0984 395467,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:35.374585
,La Pelu de Lichi,OPERATIONAL,"Nanawa, Mariano Roque Alonso 1998, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2145825,-57.53449449999999,0991 335583,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:35.754717
,Carolina Valinotti Salón beauty,OPERATIONAL,"QFGF+356, Juan de Ayolas, Mariano Roque Alonso 111019, Paraguay",,,,Mariano Roque Alonso,,,,-25.2248853,-57.52717990000001,,,,,,establishment|hair_care|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:36.138701
,Liz Nails & Beauty Studio,OPERATIONAL,"Gral. Bernardino Caballero, Mariano Roque Alonso 2020, Paraguay",,,,Mariano Roque Alonso,,,,-25.1981128,-57.5029601,0984 278806,,,,,beauty_salon|establishment|hair_care|point_of_interest|spa,beauty_salon,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:36.519690
,Belleza e Imagen.,OPERATIONAL,"RutaTranschaco 5, Mariano Roque Alonso 111012, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.202971,-57.52494799999999,,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:36.899915
,La Pelu de Jessy,OPERATIONAL,"QFHF+FVF, Capitán Hermosilla, Mariano Roque Alonso 111009, Paraguay",,,,Mariano Roque Alonso,,,,-25.2213183,-57.5252851,0971 728099,,,,,beauty_salon|establishment|hair_care|point_of_interest,beauty_salon,,4.9,13,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:37.303407
,Ponte Guapa,OPERATIONAL,"Mandyju Pekua casi, Mariano Roque Alonso 111012, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2051059,-57.52642989999999,0984 427582,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:38.081771
,Giobauti,OPERATIONAL,"Ruta Transchaco, Mariano Roque Alonso 111019, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2200655,-57.5311679,0974 244128,,,,,establishment|hair_care|health|point_of_interest,establishment,,4.9,26,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T01:12:38.461428
,La Pelu de Andy-Peluquería Unisex,OPERATIONAL,"Rancho Ocho, Mariano Roque Alonso 1977, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2080541,-57.5481686,0982 335542,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:39.230459
,L i L i coiffure,OPERATIONAL,"Jazmin casi, Mariano Roque Alonso 111005, Paraguay",,,,Mariano Roque Alonso,,,,-25.2022167,-57.5087722,0991 884844,,,,,establishment|hair_care|point_of_interest,establishment,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:39.609967
,La pelu de Lorena Ayala,OPERATIONAL,"Calle última, Mariano Roque Alonso 111016, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2202201,-57.559335,0982 303368,,,,,establishment|hair_care|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:42.512659
,NV beauty salón,OPERATIONAL,"0, Mariano Roque Alonso 2010, Paraguay",,,,Mariano Roque Alonso,,,,-25.1888437,-57.5283879,0993 598894,,,,,establishment|hair_care|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:42.889997
,La Pelu Querida,OPERATIONAL,"Av. Gral. Eugenio Alejandrino Garay, Mariano Roque Alonso 111018, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2232708,-57.5407689,0972 375446,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,4.8,10,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:45.846460
,Sandra Janet,OPERATIONAL,"Gral Eugenio A Garay, Mariano Roque Alonso 111018, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2225409,-57.54374559999999,0991 318960,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:12:46.597565
,Sonnia-coiffure,OPERATIONAL,"Gral. Jose María Bruguez, Mariano Roque Alonso 6969, Paraguay",,,,Mariano Roque Alonso,,,,-25.2101838,-57.5243189,0983 456324,,,,,establishment|hair_care|point_of_interest,establishment,,4.8,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:46.977415
,Rachel Hair Stylist.. by Nails,OPERATIONAL,"Maximo Arellano &, Calle 14 7050, Asunción 001502, Paraguay",,,,Asunción,,,,-25.2297743,-57.5622244,0971 220582,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,4.9,10,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T01:12:49.835144
,Spa & peluqueria Bella unisex,OPERATIONAL,"Gral Bernardino caballero y, tte Adolfo rojas silva 123, Mariano Roque Alonso 111007, Paraguay",,,,Mariano Roque Alonso,,,,-25.2158329,-57.5169724,0981 314713,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T01:12:50.211554
,Fisioterapia-Quiropraxia Mariano Roque Alonso Lic Angel Leiva,OPERATIONAL,"Teniente Arce y Toledo Esq Boquerón Mariano Roque Alonso, Mariano Roque Alonso 2040, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.20971,-57.5413965,0985 498558,,,,,establishment|health|physiotherapist|point_of_interest,establishment,,4.7,40,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T01:13:02.633465
,Fisioterapia y Kinesiologia Maybe,OPERATIONAL,"111021, Mariano Roque Alonso 2040, Paraguay",,,Caacupe Mi,Mariano Roque Alonso,,,,-25.2072873,-57.54049279999999,0983 826768,,,,,establishment|health|physiotherapist|point_of_interest,establishment,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T01:13:03.016948
